4/24/2020,620.55,IQTR665353951,IQ665352085,Assets/Products,IQ22987604
5/15/2020,833.92,IQTR668130125,IQ312373066,Private Company,IQ5393511
4/30/2020,776.99,IQTR666125964,IQ666125585,Assets/Products,IQ4107517
6/23/2020,51.52,IQTR673261751,IQ581315366,Public Company,IQ145537995
5/18/2020,125.86,IQTR668443076,IQ231777463,Public Company,IQ429541319
6/11/2020,244.4,IQTR671938632,IQ671938567,Assets/Products,IQ1889807
6/15/2020,294.82,IQTR672371279,IQ672371208,Assets/Products,IQ536785376
6/29/2020,86.01,IQTR674261492,IQ674261303,Private Company,IQ22761611
5/20/2020,311.71,IQTR669170416,IQ79602348,Private Company,IQ573898679
6/8/2020,135.16,IQTR671579377,IQ884200,Private Company,IQ427366692
6/22/2020,1236.04,IQTR673213609,IQ245971617,Private Company,IQ222707176
5/11/2020,108.87,IQTR667601060,IQ5559290,Public Company,IQ225216176
4/29/2020,154.12,IQTR666071558,IQ427650761,Public Company,IQ310073311
6/5/2020,68.87,IQTR671640003,IQ53304324,Private Company,IQ59168619
5/8/2020,166.42,IQTR668594618,IQ20375340,Public Company,IQ667196308
5/8/2020,67.77,IQTR667196002,IQ20375340,Public Company,IQ667196308
6/10/2020,31.27,IQTR671747270,IQ34643777,Private Company,IQ312471911
5/25/2020,31,IQTR669211681,IQ537471806,Private Company,IQ61844193
6/4/2020,38.92,IQTR671113936,IQ28013843,Public Company,IQ667855630
6/25/2020,38.83,IQTR674137329,IQ674136940,Assets/Products,IQ260981970
6/15/2020,31.48,IQTR672460832,IQ672460144,Private Company,IQ672460615
5/8/2020,1099.78,IQTR667625487,IQ883948,Private Company,IQ30589163
4/9/2020,320.08,IQTR663053685,IQ243285354,Private Company,IQ25454524
5/27/2020,27.6,IQTR672410911,IQ32389088,Private Company,IQ61442083
6/22/2020,32.96,IQTR673173020,IQ673172730,Private Company,IQ673173122
6/3/2020,26.71,IQTR671029798,IQ311962035,Private Company,IQ27265085
6/29/2020,40.5,IQTR674242933,IQ674239874,Private Company,IQ667594108
6/11/2020,1844.22,IQTR671943017,IQ325916787,Private Company,IQ323452
5/26/2020,455.15,IQTR669305563,IQ242770514,Private Company,IQ875364
5/6/2020,48.89,IQTR666959403,IQ28895292,Private Company,IQ30632
6/22/2020,33.61,IQTR673250359,IQ266782097,Public Company,IQ555834990
6/22/2020,33.61,IQTR673513106,IQ266782097,Public Company,-
5/29/2020,27.97,IQTR669639603,IQ599404805,Private Company,IQ540470
4/20/2020,28.02,IQTR664885380,IQ289509186,Private Company,IQ9548777
6/29/2020,25.34,IQTR674191247,IQ581299939,Private Company,IQ33769
6/23/2020,242.69,IQTR673291921,IQ415095180,Private Company,IQ29002
6/15/2020,89.91,IQTR672607135,IQ100253928,Private Company,IQ672607238
6/10/2020,25.34,IQTR671760746,IQ117845578,Private Company,IQ330983774
5/11/2020,36.39,IQTR667637067,IQ11248163,Private Company,IQ54339600
5/28/2020,12.665,IQTR669608425,IQ669604660,Assets/Products,IQ8603795
5/28/2020,12.665,IQTR669608425,IQ669604660,Assets/Products,IQ669608149
6/3/2020,55.2,IQTR671243178,IQ1511108,Private Company,IQ46475141
5/26/2020,389.2,IQTR669299450,IQ195898510,Private Company,IQ286501276
5/5/2020,1634.23,IQTR666680053,IQ8057072,Private Company,IQ347983
4/2/2020,416.2,IQTR661958253,IQ20384612,Public Company,IQ241493879
6/5/2020,251.62,IQTR671274925,IQ671274726,Assets/Products,IQ4058466
5/26/2020,59.62,IQTR669301163,IQ28240686,Private Company,IQ628604936
5/5/2020,97.79,IQTR667526095,IQ667525741,Assets/Products,-
6/25/2020,80,IQTR673551703,IQ8794092,Private Company,IQ904817
6/22/2020,79.95,IQTR673209662,IQ673497212,Assets/Products,IQ2567538
6/19/2020,178.96,IQTR672891071,IQ3148826,Private Company,IQ110045
5/26/2020,1006.79,IQTR669305575,IQ98779976,Private Company,IQ288502
6/17/2020,95,IQTR672714740,IQ302137527,Private Company,IQ29753
6/9/2020,466.4,IQTR671708807,IQ115773425,Private Company,IQ12740177
6/12/2020,35.68,IQTR1780605336,IQ695571173,Private Company,IQ286757559
6/8/2020,433.99,IQTR671632507,IQ346566431,Private Company,IQ881503
5/4/2020,621.69,IQTR666567937,IQ10332207,Private Company,IQ5531976
6/8/2020,34.1,IQTR671639184,IQ671638373,Assets/Products,-
5/11/2020,224.78,IQTR667550535,IQ12703663,Public Company,IQ667550987
6/5/2020,238.57,IQTR671249506,IQ538920792,Private Company,IQ874491
6/30/2020,173.63,IQTR674360090,IQ674359765,Private Company,IQ417073719
6/1/2020,186.93,IQTR670828782,IQ670828356,Assets/Products,IQ423458657
6/1/2020,33.35,IQTR671035610,IQ671035377,Private Company,IQ280872908
4/27/2020,216.88,IQTR665697086,IQ10109181,Private Company,IQ367531360
6/1/2020,50.52,IQTR670569144,IQ25182126,Private Company,IQ9607634
5/20/2020,74.1,IQTR668763551,IQ668763478,Private Company,IQ272485300
5/27/2020,151.7,IQTR669421783,IQ429518491,Private Company,IQ265567788
5/22/2020,229.5,IQTR668985141,IQ113031539,Private Company,IQ687140
5/19/2020,27.44,IQTR668625344,IQ544325511,Private Company,IQ145092811
5/19/2020,26.39,IQTR668604458,IQ257342204,Private Company,IQ879839
5/19/2020,70.44,IQTR668916023,IQ668914718,Assets/Products,IQ276814772
5/13/2020,27.69,IQTR667939038,IQ667937866,Private Company,IQ667938190
5/12/2020,51.29,IQTR667798201,IQ248663692,Assets/Products,IQ11526819
5/8/2020,58,IQTR667181813,IQ667181626,Assets/Products,IQ419846
5/7/2020,27.265,IQTR667206442,IQ667205608,Private Company,IQ117216997
5/7/2020,27.265,IQTR667206442,IQ667205608,Private Company,IQ83715450
4/11/2020,31.34,IQTR663785608,IQ663785587,Private Company,IQ48784795
5/7/2020,74.18,IQTR667048453,IQ115652348,Private Company,IQ131936
5/6/2020,46.29,IQTR666882593,IQ49374843,Private Company,IQ132526820
5/6/2020,502.87,IQTR666951606,IQ331416426,Private Company,IQ1006484
4/9/2020,29.7,IQTR662858422,IQ662857921,Assets/Products,IQ331660852
5/4/2020,50.42,IQTR666576138,IQ666576122,Assets/Products,IQ2118377
5/1/2020,50,IQTR666258833,IQ666258705,Assets/Products,IQ100410633
4/29/2020,101.33,IQTR666028795,IQ282944534,Private Company,IQ247589
4/6/2020,37.17,IQTR662437643,IQ414719199,Private Company,IQ544736405
4/21/2020,78.57,IQTR664915959,IQ232708243,Private Company,IQ5496037
4/21/2020,90.87,IQTR665098044,IQ11371299,Public Company,-
4/20/2020,154.6,IQTR664872117,IQ664871327,Private Company,IQ12740177
4/15/2020,61.44,IQTR664299678,IQ664299617,Assets/Products,IQ664316181
4/15/2020,344.45,IQTR669391720,IQ403833105,Private Company,IQ22111
4/9/2020,146.32,IQTR662925250,IQ183635978,Private Company,IQ255743
4/2/2020,55.16,IQTR661961080,IQ629541251,Private Company,IQ100410633
4/1/2020,63.46,IQTR661897694,IQ128034723,Private Company,IQ36770449
4/27/2020,33.305,IQTR666215123,IQ666214749,Private Company,IQ585487284
4/27/2020,33.305,IQTR666215123,IQ666214749,Private Company,IQ22615821
4/27/2020,30.08,IQTR665747573,IQ614901793,Private Company,IQ397809
